participant,annee_naissance,genre,traitement,periode,revenu,declaration,declaration_pourcentage,taxe,fraude,audit_tirage,audit,penalite,gain
oncuzln7,1999.0,Homme,Detection,9,54,54.0,100.0,21.6,0.0,50.0,0.0,0.0,32.4
oncuzln7,1999.0,Homme,Detection,10,49,0.0,0.0,0.0,49.0,31.0,0.0,0.0,49.0
oncuzln7,1999.0,Homme,Detection,11,21,0.0,0.0,0.0,21.0,76.0,0.0,0.0,21.0
oncuzln7,1999.0,Homme,Detection,12,80,80.0,100.0,32.0,0.0,4.0,1.0,0.0,48.0
oncuzln7,1999.0,Homme,Detection,13,73,0.0,0.0,0.0,73.0,50.0,0.0,0.0,73.0
oncuzln7,1999.0,Homme,Detection,14,86,0.0,0.0,0.0,86.0,25.0,0.0,0.0,86.0
oncuzln7,1999.0,Homme,Detection,15,99,0.0,0.0,0.0,99.0,73.0,0.0,0.0,99.0
evb0fhjs,1995.0,Femme,Detection,1,60,0.0,0.0,0.0,60.0,95.0,0.0,0.0,60.0
evb0fhjs,1995.0,Femme,Detection,2,27,27.0,100.0,10.8,0.0,82.0,0.0,0.0,16.2
evb0fhjs,1995.0,Femme,Detection,3,50,0.0,0.0,0.0,50.0,85.0,0.0,0.0,50.0
evb0fhjs,1995.0,Femme,Detection,4,39,0.0,0.0,0.0,39.0,88.0,0.0,0.0,39.0
evb0fhjs,1995.0,Femme,Detection,5,90,0.0,0.0,0.0,90.0,83.0,0.0,0.0,90.0
evb0fhjs,1995.0,Femme,Detection,6,97,0.0,0.0,0.0,97.0,87.0,0.0,0.0,97.0
evb0fhjs,1995.0,Femme,Detection,7,61,0.0,0.0,0.0,61.0,33.0,0.0,0.0,61.0
evb0fhjs,1995.0,Femme,Detection,8,93,0.0,0.0,0.0,93.0,72.0,0.0,0.0,93.0
evb0fhjs,1995.0,Femme,Detection,9,35,0.0,0.0,0.0,35.0,99.0,0.0,0.0,35.0
evb0fhjs,1995.0,Femme,Detection,10,67,0.0,0.0,0.0,67.0,96.0,0.0,0.0,67.0
evb0fhjs,1995.0,Femme,Detection,11,79,0.0,0.0,0.0,79.0,70.0,0.0,0.0,79.0
evb0fhjs,1995.0,Femme,Detection,12,55,0.0,0.0,0.0,55.0,87.0,0.0,0.0,55.0
evb0fhjs,1995.0,Femme,Detection,13,42,0.0,0.0,0.0,42.0,38.0,0.0,0.0,42.0
evb0fhjs,1995.0,Femme,Detection,14,24,0.0,0.0,0.0,24.0,88.0,0.0,0.0,24.0
evb0fhjs,1995.0,Femme,Detection,15,52,0.0,0.0,0.0,52.0,4.0,1.0,41.6,10.4
tydbicm6,1995.0,Femme,Detection,1,100,100.0,100.0,40.0,0.0,10.0,1.0,0.0,60.0
tydbicm6,1995.0,Femme,Detection,2,42,10.0,23.81,4.0,32.0,77.0,0.0,0.0,38.0
tydbicm6,1995.0,Femme,Detection,3,74,2.0,2.7,0.8,72.0,81.0,0.0,0.0,73.2
tydbicm6,1995.0,Femme,Detection,4,96,3.0,3.12,1.2,93.0,21.0,0.0,0.0,94.8
tydbicm6,1995.0,Femme,Detection,5,54,54.0,100.0,21.6,0.0,94.0,0.0,0.0,32.4
tydbicm6,1995.0,Femme,Detection,6,35,1.0,2.86,0.4,34.0,16.0,0.0,0.0,34.6
tydbicm6,1995.0,Femme,Detection,7,27,27.0,100.0,10.8,0.0,49.0,0.0,0.0,16.2
tydbicm6,1995.0,Femme,Detection,8,21,21.0,100.0,8.4,0.0,40.0,0.0,0.0,12.6
tydbicm6,1995.0,Femme,Detection,9,38,0.0,0.0,0.0,38.0,23.0,0.0,0.0,38.0
tydbicm6,1995.0,Femme,Detection,10,78,0.0,0.0,0.0,78.0,50.0,0.0,0.0,78.0
tydbicm6,1995.0,Femme,Detection,11,89,0.0,0.0,0.0,89.0,73.0,0.0,0.0,89.0
tydbicm6,1995.0,Femme,Detection,12,26,26.0,100.0,10.4,0.0,18.0,0.0,0.0,15.6
tydbicm6,1995.0,Femme,Detection,13,84,0.0,0.0,0.0,84.0,47.0,0.0,0.0,84.0
tydbicm6,1995.0,Femme,Detection,14,34,0.0,0.0,0.0,34.0,12.0,0.0,0.0,34.0
tydbicm6,1995.0,Femme,Detection,15,33,0.0,0.0,0.0,33.0,98.0,0.0,0.0,33.0
ka76vkgn,1994.0,Homme,Detection,1,22,0.0,0.0,0.0,22.0,94.0,0.0,0.0,22.0
ka76vkgn,1994.0,Homme,Detection,2,39,0.0,0.0,0.0,39.0,69.0,0.0,0.0,39.0
ka76vkgn,1994.0,Homme,Detection,3,67,0.0,0.0,0.0,67.0,10.0,1.0,53.6,13.4
ka76vkgn,1994.0,Homme,Detection,4,51,0.0,0.0,0.0,51.0,44.0,0.0,0.0,51.0
ka76vkgn,1994.0,Homme,Detection,5,78,0.0,0.0,0.0,78.0,21.0,0.0,0.0,78.0
ka76vkgn,1994.0,Homme,Detection,6,24,0.0,0.0,0.0,24.0,10.0,1.0,19.2,4.8
ka76vkgn,1994.0,Homme,Detection,7,25,0.0,0.0,0.0,25.0,40.0,0.0,0.0,25.0
ka76vkgn,1994.0,Homme,Detection,8,91,0.0,0.0,0.0,91.0,35.0,0.0,0.0,91.0
ka76vkgn,1994.0,Homme,Detection,9,79,0.0,0.0,0.0,79.0,21.0,0.0,0.0,79.0
ka76vkgn,1994.0,Homme,Detection,10,55,0.0,0.0,0.0,55.0,66.0,0.0,0.0,55.0
ka76vkgn,1994.0,Homme,Detection,11,45,0.0,0.0,0.0,45.0,16.0,0.0,0.0,45.0
ka76vkgn,1994.0,Homme,Detection,12,33,0.0,0.0,0.0,33.0,24.0,0.0,0.0,33.0
ka76vkgn,1994.0,Homme,Detection,13,75,0.0,0.0,0.0,75.0,60.0,0.0,0.0,75.0
ka76vkgn,1994.0,Homme,Detection,14,55,0.0,0.0,0.0,55.0,98.0,0.0,0.0,55.0
ka76vkgn,1994.0,Homme,Detection,15,95,0.0,0.0,0.0,95.0,77.0,0.0,0.0,95.0
5p9pdx83,2000.0,Homme,Detection,1,71,0.0,0.0,0.0,71.0,59.0,0.0,0.0,71.0
5p9pdx83,2000.0,Homme,Detection,2,82,0.0,0.0,0.0,82.0,85.0,0.0,0.0,82.0
5p9pdx83,2000.0,Homme,Detection,3,63,0.0,0.0,0.0,63.0,35.0,0.0,0.0,63.0
5p9pdx83,2000.0,Homme,Detection,4,42,0.0,0.0,0.0,42.0,78.0,0.0,0.0,42.0
5p9pdx83,2000.0,Homme,Detection,5,72,0.0,0.0,0.0,72.0,84.0,0.0,0.0,72.0
5p9pdx83,2000.0,Homme,Detection,6,45,0.0,0.0,0.0,45.0,26.0,0.0,0.0,45.0
5p9pdx83,2000.0,Homme,Detection,7,42,42.0,100.0,16.8,0.0,19.0,0.0,0.0,25.2
5p9pdx83,2000.0,Homme,Detection,8,24,24.0,100.0,9.6,0.0,94.0,0.0,0.0,14.4
5p9pdx83,2000.0,Homme,Detection,9,46,0.0,0.0,0.0,46.0,77.0,0.0,0.0,46.0
5p9pdx83,2000.0,Homme,Detection,10,86,86.0,100.0,34.4,0.0,42.0,0.0,0.0,51.6
5p9pdx83,2000.0,Homme,Detection,11,90,90.0,100.0,36.0,0.0,4.0,1.0,0.0,54.0
5p9pdx83,2000.0,Homme,Detection,12,41,0.0,0.0,0.0,41.0,44.0,0.0,0.0,41.0
5p9pdx83,2000.0,Homme,Detection,13,22,0.0,0.0,0.0,22.0,28.0,0.0,0.0,22.0
5p9pdx83,2000.0,Homme,Detection,14,34,0.0,0.0,0.0,34.0,84.0,0.0,0.0,34.0
5p9pdx83,2000.0,Homme,Detection,15,64,0.0,0.0,0.0,64.0,30.0,0.0,0.0,64.0
a1azsc7s,1997.0,Femme,Detection,1,45,45.0,100.0,18.0,0.0,68.0,0.0,0.0,27.0
a1azsc7s,1997.0,Femme,Detection,2,89,88.0,98.88,35.2,1.0,66.0,0.0,0.0,53.8
a1azsc7s,1997.0,Femme,Detection,3,61,60.0,98.36,24.0,1.0,96.0,0.0,0.0,37.0
a1azsc7s,1997.0,Femme,Detection,4,63,60.0,95.24,24.0,3.0,29.0,0.0,0.0,39.0
a1azsc7s,1997.0,Femme,Detection,5,78,78.0,100.0,31.2,0.0,44.0,0.0,0.0,46.8
a1azsc7s,1997.0,Femme,Detection,6,78,75.0,96.15,30.0,3.0,50.0,0.0,0.0,48.0
a1azsc7s,1997.0,Femme,Detection,7,20,20.0,100.0,8.0,0.0,62.0,0.0,0.0,12.0
a1azsc7s,1997.0,Femme,Detection,8,89,85.0,95.51,34.0,4.0,9.0,1.0,3.2,51.8
a1azsc7s,1997.0,Femme,Detection,9,71,70.0,98.59,28.0,1.0,89.0,0.0,0.0,43.0
a1azsc7s,1997.0,Femme,Detection,10,56,54.0,96.43,21.6,2.0,1.0,1.0,1.6,32.8
a1azsc7s,1997.0,Femme,Detection,11,79,79.0,100.0,31.6,0.0,42.0,0.0,0.0,47.4
a1azsc7s,1997.0,Femme,Detection,12,27,27.0,100.0,10.8,0.0,34.0,0.0,0.0,16.2
a1azsc7s,1997.0,Femme,Detection,13,98,95.0,96.94,38.0,3.0,32.0,0.0,0.0,60.0
a1azsc7s,1997.0,Femme,Detection,14,21,21.0,100.0,8.4,0.0,49.0,0.0,0.0,12.6
a1azsc7s,1997.0,Femme,Detection,15,87,85.0,97.7,34.0,2.0,37.0,0.0,0.0,53.0
9zemuc08,1996.0,Homme,Detection,1,31,11.0,35.48,4.4,20.0,55.0,0.0,0.0,26.6
9zemuc08,1996.0,Homme,Detection,2,86,10.0,11.63,4.0,76.0,95.0,0.0,0.0,82.0
9zemuc08,1996.0,Homme,Detection,3,80,15.0,18.75,6.0,65.0,39.0,0.0,0.0,74.0
9zemuc08,1996.0,Homme,Detection,4,55,7.0,12.73,2.8,48.0,14.0,0.0,0.0,52.2
9zemuc08,1996.0,Homme,Detection,5,44,8.0,18.18,3.2,36.0,91.0,0.0,0.0,40.8
9zemuc08,1996.0,Homme,Detection,6,44,6.0,13.64,2.4,38.0,88.0,0.0,0.0,41.6
9zemuc08,1996.0,Homme,Detection,7,24,3.0,12.5,1.2,21.0,68.0,0.0,0.0,22.8
9zemuc08,1996.0,Homme,Detection,8,40,5.0,12.5,2.0,35.0,77.0,0.0,0.0,38.0
9zemuc08,1996.0,Homme,Detection,9,42,5.0,11.9,2.0,37.0,2.0,1.0,29.6,10.4
9zemuc08,1996.0,Homme,Detection,10,82,0.0,0.0,0.0,82.0,91.0,0.0,0.0,82.0
9zemuc08,1996.0,Homme,Detection,11,41,5.0,12.2,2.0,36.0,95.0,0.0,0.0,39.0
9zemuc08,1996.0,Homme,Detection,12,61,10.0,16.39,4.0,51.0,41.0,0.0,0.0,57.0
9zemuc08,1996.0,Homme,Detection,13,72,5.0,6.94,2.0,67.0,83.0,0.0,0.0,70.0
9zemuc08,1996.0,Homme,Detection,14,92,0.0,0.0,0.0,92.0,42.0,0.0,0.0,92.0
9zemuc08,1996.0,Homme,Detection,15,76,5.0,6.58,2.0,71.0,4.0,1.0,56.8,17.2
dp8vbczu,1994.0,Homme,Detection,1,65,0.0,0.0,0.0,65.0,22.0,0.0,0.0,65.0
dp8vbczu,1994.0,Homme,Detection,2,23,0.0,0.0,0.0,23.0,40.0,0.0,0.0,23.0
dp8vbczu,1994.0,Homme,Detection,3,80,10.0,12.5,4.0,70.0,1.0,1.0,56.0,20.0
dp8vbczu,1994.0,Homme,Detection,4,97,0.0,0.0,0.0,97.0,47.0,0.0,0.0,97.0
dp8vbczu,1994.0,Homme,Detection,5,78,0.0,0.0,0.0,78.0,76.0,0.0,0.0,78.0
dp8vbczu,1994.0,Homme,Detection,6,29,0.0,0.0,0.0,29.0,75.0,0.0,0.0,29.0
dp8vbczu,1994.0,Homme,Detection,7,23,0.0,0.0,0.0,23.0,40.0,0.0,0.0,23.0
dp8vbczu,1994.0,Homme,Detection,8,92,0.0,0.0,0.0,92.0,51.0,0.0,0.0,92.0
dp8vbczu,1994.0,Homme,Detection,9,21,0.0,0.0,0.0,21.0,93.0,0.0,0.0,21.0
dp8vbczu,1994.0,Homme,Detection,10,77,0.0,0.0,0.0,77.0,43.0,0.0,0.0,77.0
dp8vbczu,1994.0,Homme,Detection,11,97,0.0,0.0,0.0,97.0,24.0,0.0,0.0,97.0
dp8vbczu,1994.0,Homme,Detection,12,65,0.0,0.0,0.0,65.0,18.0,0.0,0.0,65.0
dp8vbczu,1994.0,Homme,Detection,13,29,0.0,0.0,0.0,29.0,1.0,1.0,23.2,5.8
dp8vbczu,1994.0,Homme,Detection,14,83,0.0,0.0,0.0,83.0,30.0,0.0,0.0,83.0
dp8vbczu,1994.0,Homme,Detection,15,94,0.0,0.0,0.0,94.0,97.0,0.0,0.0,94.0
pamslq9h,2000.0,Femme,Detection,1,24,24.0,100.0,9.6,0.0,7.0,1.0,0.0,14.4
pamslq9h,2000.0,Femme,Detection,2,56,56.0,100.0,22.4,0.0,63.0,0.0,0.0,33.6
pamslq9h,2000.0,Femme,Detection,3,47,47.0,100.0,18.8,0.0,41.0,0.0,0.0,28.2
pamslq9h,2000.0,Femme,Detection,4,20,10.0,50.0,4.0,10.0,7.0,1.0,8.0,8.0
pamslq9h,2000.0,Femme,Detection,5,54,54.0,100.0,21.6,0.0,27.0,0.0,0.0,32.4
pamslq9h,2000.0,Femme,Detection,6,75,75.0,100.0,30.0,0.0,59.0,0.0,0.0,45.0
pamslq9h,2000.0,Femme,Detection,7,77,77.0,100.0,30.8,0.0,64.0,0.0,0.0,46.2
pamslq9h,2000.0,Femme,Detection,8,94,94.0,100.0,37.6,0.0,75.0,0.0,0.0,56.4
pamslq9h,2000.0,Femme,Detection,9,95,95.0,100.0,38.0,0.0,90.0,0.0,0.0,57.0
pamslq9h,2000.0,Femme,Detection,10,70,70.0,100.0,28.0,0.0,68.0,0.0,0.0,42.0
pamslq9h,2000.0,Femme,Detection,11,81,81.0,100.0,32.4,0.0,77.0,0.0,0.0,48.6
pamslq9h,2000.0,Femme,Detection,12,54,54.0,100.0,21.6,0.0,59.0,0.0,0.0,32.4
pamslq9h,2000.0,Femme,Detection,13,83,82.0,98.8,32.8,1.0,35.0,0.0,0.0,50.2
pamslq9h,2000.0,Femme,Detection,14,74,72.0,97.3,28.8,2.0,70.0,0.0,0.0,45.2
pamslq9h,2000.0,Femme,Detection,15,94,94.0,100.0,37.6,0.0,34.0,0.0,0.0,56.4
z9evfhto,1990.0,Femme,Detection,1,25,25.0,100.0,10.0,0.0,43.0,0.0,0.0,15.0
z9evfhto,1990.0,Femme,Detection,2,42,5.0,11.9,2.0,37.0,36.0,0.0,0.0,40.0
z9evfhto,1990.0,Femme,Detection,3,71,20.0,28.17,8.0,51.0,46.0,0.0,0.0,63.0
z9evfhto,1990.0,Femme,Detection,4,67,10.0,14.93,4.0,57.0,72.0,0.0,0.0,63.0
z9evfhto,1990.0,Femme,Detection,5,53,5.0,9.43,2.0,48.0,44.0,0.0,0.0,51.0
z9evfhto,1990.0,Femme,Detection,6,72,0.0,0.0,0.0,72.0,79.0,0.0,0.0,72.0
z9evfhto,1990.0,Femme,Detection,7,76,0.0,0.0,0.0,76.0,93.0,0.0,0.0,76.0
z9evfhto,1990.0,Femme,Detection,8,49,10.0,20.41,4.0,39.0,70.0,0.0,0.0,45.0
z9evfhto,1990.0,Femme,Detection,9,43,5.0,11.63,2.0,38.0,98.0,0.0,0.0,41.0
z9evfhto,1990.0,Femme,Detection,10,84,0.0,0.0,0.0,84.0,3.0,1.0,67.2,16.8
z9evfhto,1990.0,Femme,Detection,11,78,0.0,0.0,0.0,78.0,84.0,0.0,0.0,78.0
z9evfhto,1990.0,Femme,Detection,12,67,5.0,7.46,2.0,62.0,54.0,0.0,0.0,65.0
z9evfhto,1990.0,Femme,Detection,13,58,0.0,0.0,0.0,58.0,53.0,0.0,0.0,58.0
z9evfhto,1990.0,Femme,Detection,14,95,0.0,0.0,0.0,95.0,28.0,0.0,0.0,95.0
z9evfhto,1990.0,Femme,Detection,15,58,0.0,0.0,0.0,58.0,82.0,0.0,0.0,58.0
29qhonds,1998.0,Femme,Detection,1,20,20.0,100.0,8.0,0.0,65.0,0.0,0.0,12.0
29qhonds,1998.0,Femme,Detection,2,29,5.0,17.24,2.0,24.0,82.0,0.0,0.0,27.0
29qhonds,1998.0,Femme,Detection,3,20,1.0,5.0,0.4,19.0,6.0,1.0,15.2,4.4
29qhonds,1998.0,Femme,Detection,4,89,40.0,44.94,16.0,49.0,77.0,0.0,0.0,73.0
29qhonds,1998.0,Femme,Detection,5,43,20.0,46.51,8.0,23.0,5.0,1.0,18.4,16.6
29qhonds,1998.0,Femme,Detection,6,39,20.0,51.28,8.0,19.0,88.0,0.0,0.0,31.0
29qhonds,1998.0,Femme,Detection,7,52,25.0,48.08,10.0,27.0,44.0,0.0,0.0,42.0
29qhonds,1998.0,Femme,Detection,8,28,15.0,53.57,6.0,13.0,86.0,0.0,0.0,22.0
29qhonds,1998.0,Femme,Detection,9,68,35.0,51.47,14.0,33.0,58.0,0.0,0.0,54.0
29qhonds,1998.0,Femme,Detection,10,89,45.0,50.56,18.0,44.0,81.0,0.0,0.0,71.0
29qhonds,1998.0,Femme,Detection,11,89,45.0,50.56,18.0,44.0,72.0,0.0,0.0,71.0
29qhonds,1998.0,Femme,Detection,12,51,25.0,49.02,10.0,26.0,91.0,0.0,0.0,41.0
29qhonds,1998.0,Femme,Detection,13,25,12.0,48.0,4.8,13.0,100.0,0.0,0.0,20.2
29qhonds,1998.0,Femme,Detection,14,43,21.0,48.84,8.4,22.0,7.0,1.0,17.6,17.0
29qhonds,1998.0,Femme,Detection,15,70,35.0,50.0,14.0,35.0,11.0,0.0,0.0,56.0
dtgue4rk,1998.0,Femme,Detection,1,54,20.0,37.04,8.0,34.0,61.0,0.0,0.0,46.0
dtgue4rk,1998.0,Femme,Detection,2,33,33.0,100.0,13.2,0.0,78.0,0.0,0.0,19.8
dtgue4rk,1998.0,Femme,Detection,3,96,20.0,20.83,8.0,76.0,58.0,0.0,0.0,88.0
dtgue4rk,1998.0,Femme,Detection,4,20,20.0,100.0,8.0,0.0,46.0,0.0,0.0,12.0
dtgue4rk,1998.0,Femme,Detection,5,85,20.0,23.53,8.0,65.0,68.0,0.0,0.0,77.0
dtgue4rk,1998.0,Femme,Detection,6,39,39.0,100.0,15.6,0.0,69.0,0.0,0.0,23.4
dtgue4rk,1998.0,Femme,Detection,7,22,22.0,100.0,8.8,0.0,77.0,0.0,0.0,13.2
dtgue4rk,1998.0,Femme,Detection,8,38,38.0,100.0,15.2,0.0,30.0,0.0,0.0,22.8
dtgue4rk,1998.0,Femme,Detection,9,79,20.0,25.32,8.0,59.0,44.0,0.0,0.0,71.0
dtgue4rk,1998.0,Femme,Detection,10,26,26.0,100.0,10.4,0.0,8.0,1.0,0.0,15.6
dtgue4rk,1998.0,Femme,Detection,11,74,20.0,27.03,8.0,54.0,66.0,0.0,0.0,66.0
dtgue4rk,1998.0,Femme,Detection,12,98,0.0,0.0,0.0,98.0,6.0,1.0,78.4,19.6
dtgue4rk,1998.0,Femme,Detection,13,45,0.0,0.0,0.0,45.0,82.0,0.0,0.0,45.0
dtgue4rk,1998.0,Femme,Detection,14,68,0.0,0.0,0.0,68.0,14.0,0.0,0.0,68.0
dtgue4rk,1998.0,Femme,Detection,15,69,0.0,0.0,0.0,69.0,21.0,0.0,0.0,69.0
spbmo7gz,1996.0,Homme,Detection,1,46,0.0,0.0,0.0,46.0,80.0,0.0,0.0,46.0
spbmo7gz,1996.0,Homme,Detection,2,90,0.0,0.0,0.0,90.0,54.0,0.0,0.0,90.0
spbmo7gz,1996.0,Homme,Detection,3,96,0.0,0.0,0.0,96.0,65.0,0.0,0.0,96.0
spbmo7gz,1996.0,Homme,Detection,4,22,22.0,100.0,8.8,0.0,50.0,0.0,0.0,13.2
spbmo7gz,1996.0,Homme,Detection,5,95,0.0,0.0,0.0,95.0,87.0,0.0,0.0,95.0
spbmo7gz,1996.0,Homme,Detection,6,81,81.0,100.0,32.4,0.0,39.0,0.0,0.0,48.6
spbmo7gz,1996.0,Homme,Detection,7,43,0.0,0.0,0.0,43.0,21.0,0.0,0.0,43.0
spbmo7gz,1996.0,Homme,Detection,8,91,0.0,0.0,0.0,91.0,33.0,0.0,0.0,91.0
spbmo7gz,1996.0,Homme,Detection,9,67,67.0,100.0,26.8,0.0,32.0,0.0,0.0,40.2
spbmo7gz,1996.0,Homme,Detection,10,51,0.0,0.0,0.0,51.0,28.0,0.0,0.0,51.0
spbmo7gz,1996.0,Homme,Detection,11,50,0.0,0.0,0.0,50.0,89.0,0.0,0.0,50.0
spbmo7gz,1996.0,Homme,Detection,12,96,96.0,100.0,38.4,0.0,11.0,0.0,0.0,57.6
spbmo7gz,1996.0,Homme,Detection,13,28,0.0,0.0,0.0,28.0,12.0,0.0,0.0,28.0
spbmo7gz,1996.0,Homme,Detection,14,55,0.0,0.0,0.0,55.0,71.0,0.0,0.0,55.0
spbmo7gz,1996.0,Homme,Detection,15,52,0.0,0.0,0.0,52.0,94.0,0.0,0.0,52.0
c5buyfeb,1997.0,Homme,Detection,1,67,67.0,100.0,26.8,0.0,38.0,0.0,0.0,40.2
c5buyfeb,1997.0,Homme,Detection,2,80,30.0,37.5,12.0,50.0,29.0,0.0,0.0,68.0
c5buyfeb,1997.0,Homme,Detection,3,33,0.0,0.0,0.0,33.0,19.0,0.0,0.0,33.0
c5buyfeb,1997.0,Homme,Detection,4,79,10.0,12.66,4.0,69.0,46.0,0.0,0.0,75.0
c5buyfeb,1997.0,Homme,Detection,5,74,0.0,0.0,0.0,74.0,72.0,0.0,0.0,74.0
c5buyfeb,1997.0,Homme,Detection,6,62,0.0,0.0,0.0,62.0,98.0,0.0,0.0,62.0
c5buyfeb,1997.0,Homme,Detection,7,42,5.0,11.9,2.0,37.0,51.0,0.0,0.0,40.0
c5buyfeb,1997.0,Homme,Detection,8,78,0.0,0.0,0.0,78.0,15.0,0.0,0.0,78.0
c5buyfeb,1997.0,Homme,Detection,9,41,0.0,0.0,0.0,41.0,5.0,1.0,32.8,8.2
c5buyfeb,1997.0,Homme,Detection,10,81,0.0,0.0,0.0,81.0,83.0,0.0,0.0,81.0
c5buyfeb,1997.0,Homme,Detection,11,77,0.0,0.0,0.0,77.0,17.0,0.0,0.0,77.0
c5buyfeb,1997.0,Homme,Detection,12,94,0.0,0.0,0.0,94.0,47.0,0.0,0.0,94.0
c5buyfeb,1997.0,Homme,Detection,13,65,0.0,0.0,0.0,65.0,35.0,0.0,0.0,65.0
c5buyfeb,1997.0,Homme,Detection,14,33,0.0,0.0,0.0,33.0,85.0,0.0,0.0,33.0
c5buyfeb,1997.0,Homme,Detection,15,51,0.0,0.0,0.0,51.0,48.0,0.0,0.0,51.0
gzbtn0dv,1994.0,Homme,Detection,1,44,0.0,0.0,0.0,44.0,60.0,0.0,0.0,44.0
gzbtn0dv,1994.0,Homme,Detection,2,57,0.0,0.0,0.0,57.0,55.0,0.0,0.0,57.0
gzbtn0dv,1994.0,Homme,Detection,3,74,0.0,0.0,0.0,74.0,66.0,0.0,0.0,74.0
gzbtn0dv,1994.0,Homme,Detection,4,82,0.0,0.0,0.0,82.0,54.0,0.0,0.0,82.0
gzbtn0dv,1994.0,Homme,Detection,5,46,0.0,0.0,0.0,46.0,2.0,1.0,36.8,9.2
gzbtn0dv,1994.0,Homme,Detection,6,45,0.0,0.0,0.0,45.0,37.0,0.0,0.0,45.0
gzbtn0dv,1994.0,Homme,Detection,7,84,0.0,0.0,0.0,84.0,10.0,1.0,67.2,16.8
gzbtn0dv,1994.0,Homme,Detection,8,73,0.0,0.0,0.0,73.0,39.0,0.0,0.0,73.0
gzbtn0dv,1994.0,Homme,Detection,9,68,0.0,0.0,0.0,68.0,92.0,0.0,0.0,68.0
gzbtn0dv,1994.0,Homme,Detection,10,42,0.0,0.0,0.0,42.0,50.0,0.0,0.0,42.0
gzbtn0dv,1994.0,Homme,Detection,11,76,0.0,0.0,0.0,76.0,82.0,0.0,0.0,76.0
gzbtn0dv,1994.0,Homme,Detection,12,65,0.0,0.0,0.0,65.0,84.0,0.0,0.0,65.0
gzbtn0dv,1994.0,Homme,Detection,13,46,0.0,0.0,0.0,46.0,70.0,0.0,0.0,46.0
gzbtn0dv,1994.0,Homme,Detection,14,44,0.0,0.0,0.0,44.0,87.0,0.0,0.0,44.0
gzbtn0dv,1994.0,Homme,Detection,15,26,0.0,0.0,0.0,26.0,15.0,0.0,0.0,26.0
c3mqtid5,1994.0,Femme,Detection,1,68,40.0,58.82,16.0,28.0,57.0,0.0,0.0,52.0
c3mqtid5,1994.0,Femme,Detection,2,48,20.0,41.67,8.0,28.0,9.0,1.0,22.4,17.6
c3mqtid5,1994.0,Femme,Detection,3,31,20.0,64.52,8.0,11.0,48.0,0.0,0.0,23.0
c3mqtid5,1994.0,Femme,Detection,4,77,42.0,54.55,16.8,35.0,80.0,0.0,0.0,60.2
c3mqtid5,1994.0,Femme,Detection,5,98,70.0,71.43,28.0,28.0,25.0,0.0,0.0,70.0
c3mqtid5,1994.0,Femme,Detection,6,98,70.0,71.43,28.0,28.0,69.0,0.0,0.0,70.0
c3mqtid5,1994.0,Femme,Detection,7,63,50.0,79.37,20.0,13.0,98.0,0.0,0.0,43.0
c3mqtid5,1994.0,Femme,Detection,8,20,20.0,100.0,8.0,0.0,55.0,0.0,0.0,12.0
c3mqtid5,1994.0,Femme,Detection,9,21,21.0,100.0,8.4,0.0,93.0,0.0,0.0,12.6
c3mqtid5,1994.0,Femme,Detection,10,82,82.0,100.0,32.8,0.0,54.0,0.0,0.0,49.2
c3mqtid5,1994.0,Femme,Detection,11,63,50.0,79.37,20.0,13.0,81.0,0.0,0.0,43.0
c3mqtid5,1994.0,Femme,Detection,12,57,40.0,70.18,16.0,17.0,93.0,0.0,0.0,41.0
c3mqtid5,1994.0,Femme,Detection,13,46,36.0,78.26,14.4,10.0,1.0,1.0,8.0,23.6
c3mqtid5,1994.0,Femme,Detection,14,40,20.0,50.0,8.0,20.0,29.0,0.0,0.0,32.0
c3mqtid5,1994.0,Femme,Detection,15,66,20.0,30.3,8.0,46.0,34.0,0.0,0.0,58.0
f5cxvozb,1996.0,Homme,Detection,1,21,1.0,4.76,0.4,20.0,84.0,0.0,0.0,20.6
f5cxvozb,1996.0,Homme,Detection,2,85,1.0,1.18,0.4,84.0,64.0,0.0,0.0,84.6
f5cxvozb,1996.0,Homme,Detection,3,23,1.0,4.35,0.4,22.0,90.0,0.0,0.0,22.6
f5cxvozb,1996.0,Homme,Detection,4,84,1.0,1.19,0.4,83.0,55.0,0.0,0.0,83.6
f5cxvozb,1996.0,Homme,Detection,5,22,0.0,0.0,0.0,22.0,63.0,0.0,0.0,22.0
f5cxvozb,1996.0,Homme,Detection,6,92,0.0,0.0,0.0,92.0,4.0,1.0,73.6,18.4
f5cxvozb,1996.0,Homme,Detection,7,74,0.0,0.0,0.0,74.0,59.0,0.0,0.0,74.0
f5cxvozb,1996.0,Homme,Detection,8,63,63.0,100.0,25.2,0.0,10.0,1.0,0.0,37.8
f5cxvozb,1996.0,Homme,Detection,9,84,0.0,0.0,0.0,84.0,96.0,0.0,0.0,84.0
f5cxvozb,1996.0,Homme,Detection,10,76,76.0,100.0,30.4,0.0,27.0,0.0,0.0,45.6
f5cxvozb,1996.0,Homme,Detection,11,99,0.0,0.0,0.0,99.0,24.0,0.0,0.0,99.0
f5cxvozb,1996.0,Homme,Detection,12,73,73.0,100.0,29.2,0.0,5.0,1.0,0.0,43.8
f5cxvozb,1996.0,Homme,Detection,13,33,33.0,100.0,13.2,0.0,37.0,0.0,0.0,19.8
